UserID;Date/Time;topic;SearchTerm;emoticonBased;lexiconBased;Annotation 1;Annotation 2;Annotation 3;finalLabel5Classes;finalLabel3Classes;SN(Original Shona Tweet);ENGoogleTranslate
MpiganiaUhuru;2022-09-20 07:57:31;Defence;chamisa;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;"@MakomboreroH @nelsonchamisa Ndiratidzei tweet kana post apo Hopewell akashoropodza Chamisa paruzhinji.

Munozowanza dzungu vapfanha.";"@MakomboreroH @nelsonchamisa Show me a tweet or a post where Hopewell criticized Chamisa in public.

You will be very dizzy."
tkausiyo;2022-09-27 09:52:02;Education;mwana;UNK;UNK;NEU;NEU;VNEG;NEU;NEU;@OpenParlyZw @hwendec @TembaMliswa Haiwa iwe uri mwana wangu iwewe unoita pamuromi. Hatina here livestream yeizvi;@OpenParlyZw @hwendec @TembaMliswa Oh, you are my child, you are a liar. Don't we have a livestream for this?
DramaticOnashe;2022-09-20 17:09:52;Music;Shadaya;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@MoyoTatie98 Hatisi kuti haasi kana asingaremekedzi mukadzi anomboita do you think ndiyo type yemkwasha inopa respect to ur mom ,pacho pacho shadaya anobhaisa zvekti l think kana ane mwana musikana anosimudza bst uyo anoita basa rekuita basa nokupihwa mweya.;@MoyoTatie98 We are not saying that he is not disrespectful to his wife, do you think he is the type of father-in-law who gives respect to ur mom, whereas Shadaya does things like kti l think if he has a daughter, he raises his bst who does the work of doing work and being given life.
ReignMelanin;2022-09-28 03:17:17;Agriculture;mvura;UNK;POS;NEG;VNEG;VNEG;VNEG;NEG;Chimukai mudziise mukapoto , hazvina musoro kutaura vanhu ?? https://t.co/IdcvKZGz88;Wake up and put him in the pot, it's pointless to talk to people ?? https://t.co/IdcvKZGz88
TheBlackUhuru;2022-09-21 08:48:14;Agriculture;mvura;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@Veewedecor Ngaanwe mvura yakawanda;@Veewedecor Let him drink a lot of water
Allrights8;2022-09-17 05:54:50;Sanitation ;Vanhu;UNK;UNK;VNEG;NEU;NEU;NEU;NEU;@Veewedecor @mr_zim_fit Ayehwa uye zvegolf vanhu we;@Veewedecor @mr_zim_fit Ayehwa and golf people
DillenMasawi;2022-09-21 08:52:04;Education;Pakaipa;UNK;UNK;POS;NEU;POS;POS;POS;"Matanho ehupenyu muZimbabwe
1:Kuberekwa
2:Pakaipa
3:Rufu";"Life stages in Zimbabwe
1: Birth
2: Bad
3: Death"
mfundomasha;2022-09-18 11:52:39;Communication;harare;UNK;UNK;POS;NEU;POS;POS;POS;@Miss_Harare Ndo pane. Mari yese apa https://t.co/nJf1BNjUPo;@Miss_Harare There is. All the money here https://t.co/nJf1BNjUPo
barbie_quinn_zw;2022-09-26 18:00:08;Music;Shadaya;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@Masports_atanga @dr_chrisho007 @PrincoNganter The way you defender Shadaya he should make you his sidekick.;@Masports_atanga @dr_chrisho007 @PrincoNganter The way you defender Shadaya he should make you his sidekick.
RegisNyathi;2022-09-15 07:54:11;Education;Vana;UNK;UNK;VNEG;NEU;NEU;NEU;NEU;@mr_zim_fit First books of the bible was political talk of vana Elijah,Elisha, David the book of Judges Vatongi it's about politics asi Java hasi hake.;@mr_zim_fit First books of the bible was political talk of children Elijah, Elisha, David the book of Judges Judges it's about politics but Java isn't hake.
too2bananas;2022-09-20 17:24:31;Home_Affairs;Baba;UNK;NEG;POS;NEU;POS;POS;POS;Shadhaya arikurwadza vazhinji zvamamanje. Musanganisirwa baba, ma M1,M2, M3+, slay queens,ana madzimai, nema  Geez acho. Haa ihafiridzi chaiyo https://t.co/y17pAOV0fX;Shadhaya is hurting many people right now. Including dad, M1, M2, M3+, slay queens, his wives, and the Geez. Wow, it's really cool https://t.co/y17pAOV0fX
NOMMUNYA;2022-09-21 12:05:35;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEU;NEU;NEU;"@mhofela_mhofu @NtateRanaka @BaShonaBaShona @Dinha197983 @mushapps Chopenga chi blas ichi.

Going around mucho threatena vanhu over a tweet nxaaa!";"@mhofela_mhofu @NtateRanaka @BaShonaBaShona @Dinha197983 @mushapps This blas is crazy.

Going around mucho threaten people over a tweet nxaaa!"
ghost_of_ZW;2022-09-17 10:35:05;Education;Vana;POS;POS;NEG;VNEG;NEG;NEG;NEG;@DrStephenChan Vana Chan ndevema Hein Shodan avo ??????????;@DrStephenChan The Chan children belong to Hein Shodan who ??????????
thabanimnyama;2022-09-16 10:54:17;Finance;uyu;UNK;POS;NEG;NEU;NEG;NEG;NEG;@tawdavgot1 Arikufadza ake mumwe wangu uyu.;@tawdavgot1 My friend is making her happy.
lindiwe_rue;2022-09-20 18:33:45;Sanitation ;Vanhu;UNK;UNK;VNEG;NEG;VNEG;VNEG;NEG;@MudharaNzou Wotozoona kuti in reality vanhu vakapusa;@MudharaNzou You will see that in reality people are stupid
gemini_wale;2022-09-21 20:31:17;Education;mwana;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;Mwari Inga ndiri mwana wenyu https://t.co/U71Sb7mPtq;God I am your child https://t.co/U71Sb7mPtq
ItsGoldenfish53;2022-09-11 11:21:45;Finance;mombe;UNK;UNK;POS;NEU;POS;POS;POS;@terrymap1 Wakabaya pa Delta wonotenga usvusvu wakuda ma super or scud wopa mbudzi and mombe dzako ka1 5000rtgs per tonne;@terrymap1 If you go to Delta and buy super or scud and give your goats and cattle 5000rtgs per tonne
ChesangoAbel;2022-09-22 05:42:29;Home_Affairs;Baba;UNK;NEG;VNEG;VNEG;NEG;VNEG;NEG;@Murambwi_ 5k yakuda kuti munyure baba, matenga denga renyu rekuchera here?;@Murambwi_ 5k wanted you to drown father, is the sky your sky to dig?
fmzondiwa;2022-09-22 10:53:49;Music;Shadaya;UNK;UNK;VPOS;POS;VPOS;VPOS;POS;@RealTalkFadzie Shadaya aenda nechimuti nhasi;@RealTalkFadzie Shadaya went with a stick today
OptBeasty;2022-09-20 05:02:35;Education;mwana;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@BlackSupremacyQ Heinoi nyaya, obvs mwana uyu akatsiurwa kasingaperi mybe nemaparents or mafriends achiudzwa kuti hazvina kukusvitsa izvi, ukunyeperwa focus on yourself, kuzozoita ltr but she was busy sneaking out , unoita zvinhu zvakapusa in the name of love and she was nailed for. it;@BlackSupremacyQ Here's the story, obvs this child was reprimanded many times by parents or friends telling you that it didn't get you this far, if you are lied to focus on yourself, then you will do ltr but she was busy sneaking out, you do stupid things in the name of love and she was nailed for. it
kudzinetsa;2022-09-25 11:14:48;Music;Shadaya;UNK;UNK;NEU;NEU;NEG;NEU;NEU;@chitowamombe14 @nelsonchamisa Obby President vanotevedza zvaana Shadaya here ava?;@chitowamombe14 @nelsonchamisa Obby President follow what Shadaya has done?
RueFugie;2022-09-18 17:35:58;Education;Vana;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@living_soulmate Vana imi regai kunyepa;@living_soulmate Kids, stop lying
ZeldaNyamuba;2022-09-16 06:18:56;Communication;harare;UNK;POS;VPOS;POS;POS;POS;POS;"KUTENGA HARARE NORTH PROPERTIES!!!

Urikuko kana muchitengesa kuNorth?

Tarisa kune Akanyanya Kutengesa Realtors.

#proudrealtor
#forsalebyzelda
#wako realtor
#realstatebae
#realstategoals
#commercialrealestate
#realtorlife
#realtorvillerealestate https://t.co/9VTVnYwpQw";"BUYING HARARE NORTH PROPERTIES!!!

Are you there if you sell in the North?

Check out the Best Selling Realtors.

#proudrealtor
#forsalebyzelda
#yourrealtor
#realstatebae
#realstategoals
#commercialrealestate
#realtorlife
#realtorvillerealestate https://t.co/9VTVnYwpQw"
stone_eaterIV;2022-09-10 06:36:36;Communication;harare;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@kunta_kiddd My guy, hntt uneng uri tonaz (harare that is);@kunta_kiddd My guy, hntt uneng uri tonaz (harare that is)
OMudadisi;2022-09-23 11:33:26;Home_Affairs;Baba;POS;POS;POS;NEU;POS;POS;POS;@MwaleClarence Tractor baba ????????;@MwaleClarence Tractor father ????????
Perkinson_;2022-09-21 05:43:38;Education;mwana;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@TheShonaQueen As long munhu asina mwana i virgin;@TheShonaQueen As long as a childless person is a virgin
arshavinashle;2022-09-21 07:20:04;Education;mwana;POS;POS;VNEG;VNEG;NEG;VNEG;NEG;@LeslieMarufu2 @floyangu @makawandie ?????? remember internet inokanganwa unozowana mwana akaisa pastatus asingazive ndoraive username ramuchembere kk;@LeslieMarufu2 @floyangu @makawandie ?????? remember the internet forgets you will find a child who posted a status without knowing what the old lady's username was
chitova_a;2022-09-25 16:30:24;Agriculture;huku;UNK;UNK;VPOS;POS;VPOS;VPOS;POS;@kunta_kiddd Tengera Mai vako nehanzvadzi dzako huku iyoyo.;@kunta_kiddd Buy that chicken for your mother and sisters.
HarmonyShox;2022-09-18 13:32:24;Communication;harare;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@ShadayaKnight Still iye arimuPalace iwewe ukugwesha neZupco kuchitungwiza kusina CBD motoiona maenda Harare!!;@ShadayaKnight Still he's in the Palace and you're rubbing Zupco with no CBD and you're gone Harare!!
kairo_baba;2022-09-21 19:22:50;Home_Affairs;Baba;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@tnash_kucci Haa kna gore shuga ya shuga;@tnash_kucci Oh, it's a year of sugar
msypha;2022-09-27 18:58:55;Agriculture;sadza;UNK;UNK;NEU;POS;NEU;NEU;NEU;@Myqhawe Ngiyalenyanya lelo bala elithi sadza mina..;@Myqhawe Ngiyalenyanya lelo bala ethi sadza mina..
Vincent72646883;2022-09-20 04:33:00;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@TheRealBidzo If u don't do wht thy wait thy say u are not a real man its jst manipulation chete vanhu ava matsotsi vangu.;@TheRealBidzo If u don't do wht thy wait thy say u are not a real man its just manipulation only these people are my criminals.
Krossziboss;2022-09-22 11:15:43;Agriculture;mvura;UNK;UNK;NEU;POS;NEU;NEU;NEU;@royalqueendee Ndosaka mukusvinwa dam hombe muwane nekurima nekurima;@royalqueendee That's why you can get a big dam by farming and farming
tnash_kucci;2022-09-22 13:27:49;Agriculture;mvura;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@Cashlibsmania haizi mvura iyi;@Cashlibsmania this is not water
NNehoreka;2022-09-14 11:04:01;Sanitation;kusvika;UNK;UNK;POS;VPOS;POS;POS;POS;So garai matenga gas nehuni. Hanzi ne @ZetdcOfficial magetsi achamboenda kusvika 16 September https://t.co/SJyHd6SMtG;So stay in the roof with gas and wood. Hanzi and @ZetdcOfficial electricity will be out until 16 September https://t.co/SJyHd6SMtG
sailovelaces;2022-09-13 18:13:58;Sanitation ;Vanhu;UNK;UNK;NEU;VNEG;VNEG;VNEG;NEG;@BorisCde @Zinasuzim @TereraiSithole @ngadziore @JosephNyamayaro @ZimEye @NewZimbabweCom @LHNewsZimbabwe @sedzejacob @KFRMugayi @paulmuchemwa2 Ndobasa rake iroro rega amamise vanhu vanomupinza busy and hafembere kut kunenoise ka;@BorisCde @Zinasuzim @TereraiSithole @ngadziore @JosephNyamayaro @ZimEye @NewZimbabweCom @LHNewsZimbabwe @sedzejacob @KFRMugayi @paulmuchemwa2 That's his job, let him stop the people who keep him busy and he won't make any noise
Mr_Manyau;2022-09-19 18:49:55;Agriculture;sadza;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;Sadza nenguruve harina kunaka https://t.co/OIWLkv6CGi;Sadza and pork are not good https://t.co/OIWLkv6CGi
MrChelton_;2022-09-24 09:48:48;Agriculture;nyama;UNK;UNK;VPOS;NEU;NEU;NEU;NEU;@shona_man Content nyama;@shona_man Content meat
lil_machuma;2022-09-15 21:03:03;Communication;harare;NEG;POS;VPOS;VPOS;POS;VPOS;POS;Ndiudzeiwo restaurant yakachipa Mod in Harare ??;Tell me the cheapest Mod restaurant in Harare ??
TsubvuZ;2022-09-19 12:34:37;Sanitation ;Vanhu;UNK;POS;NEU;POS;POS;POS;POS;@daddyhope @HHichilema And the same Hichilema arikutambudza vanhu vaasingawirirane navo. Kusungira vanhu disrespect kunge Mugabe.;@daddyhope @HHichilema And the same Hichilema is torturing people he doesn't agree with. Disrespect people like Mugabe.
shingainyoka;2022-09-12 06:32:26;Communication;harare;UNK;UNK;NEG;NEU;NEG;NEG;NEG;Dare ramejasitiriti remuHarare nhasi richatura mutongo yekuda kupambwa kwenyaya ya @JoanaMamombe na @ceechimbiri29.00 mangwanani. #Zimbabwe;The Harare Magistrate's Court will today pronounce judgment on the abduction case of @JoanaMamombe and @ceechimbiri at 29.00 in the morning. #Zimbabwe
Zw_Tafadzwa;2022-09-25 05:23:24;Agriculture;nzara;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@zw_wevhu Nzara is too much in Zim;@zw_wevhu Hunger is too much in Zim
Mukwasha_Nyama;2022-09-20 04:16:13;Agriculture;nyama;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@ralphalpha1909 Kutsvaga manake,kuti mhuri irarame...????;@ralphalpha1909 Looking for manake, for the family to live...????
lijleemoyo;2022-09-21 14:33:04;Sanitation ;Vanhu;UNK;UNK;VNEG;VNEG;NEU;VNEG;NEG;@TChodyiwa @Mathuthu inhata vanhu ava;@TChodyiwa @Mathuthu these people are disgusting
Jabulanihlenga1;2022-09-10 18:48:49;Home_Affairs;mai;UNK;POS;VNEG;NEG;VNEG;VNEG;NEG;@dabskays Ungada kutonga mai or kupinza zvikomba coz ndiwe wakaxtender imba unodzingwa ngaatibvire netunyaya tusina basa. Vamwe vari kutovaka dzimba dzavasiri kuzotogara hazvishamise;@dabskays Would you like to judge the mother or bring in boyfriends coz you are the one who tendered the house and you will be evicted, let's get away with trivial matters. Some are already building houses that they will not live in. It is not surprising
ChogaVc;2022-09-24 15:25:59;Music;winky d;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@just_tine7 Winky D unomuziva here ...Gaffa igaffa siyana naro.;@just_tine7 Winky D do you know him...Gaffa is a gaffa.
regis_gakaka;2022-09-26 14:14:54;Agriculture;huku;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;@RangaMberi Kkkkkkkk wafunga kuvavigira huku;@RangaMberi Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
Ossie_Ozwa;2022-09-13 04:35:22;Home_Affairs;mai;UNK;NEG;POS;NEU;POS;POS;POS;@Veewedecor RIP mai Sorobi makaita kuti hudiki hwangu hunakidze. Yah RIP yangu yashanda pairi worthy;@Veewedecor RIP ma'am Sorobi you made my childhood fun. Yah my RIP has worked on it worthy
KossamMusundire;2022-09-23 09:37:38;Agriculture;huku;UNK;UNK;NEU;NEU;POS;NEU;NEU;@jahman_adamski Huku ingani idzi mudhara..;@jahman_adamski How many chickens are these, man..
RyneNkhoma;2022-09-15 07:59:04;Finance;uyu;POS;POS;VPOS;NEU;VPOS;VPOS;POS;@MufasaJr263 ???????? mface anodenha uyu;@MufasaJr263 ???????? this guy is provocative
Allrights8;2022-09-17 05:54:50;Sanitation ;Vanhu;UNK;UNK;VPOS;NEU;NEU;NEU;NEU;@Veewedecor @mr_zim_fit Ayehwa uye zvegolf vanhu we;@Veewedecor @mr_zim_fit Ayehwa and golf people
elteekae;2022-09-13 15:48:13;Sanitation ;Vanhu;UNK;NEG;NEG;NEG;NEU;NEG;NEG;@Blacksamura_i2 @munemo_t Haureve nhema wangu....zvepa Twitter zvoperera patwitter vanhu voroorwa nema faifi handred zvavo;@Blacksamura_i2 @munemo_t You're not telling my lie.
__taurus88;2022-09-12 11:00:47;Finance;uyu;UNK;NEG;VNEG;VNEG;NEG;VNEG;NEG;@ManzunzuN Haanetse kuwana uyu tyora gumbo. Haudaro momz vemunhu.;@ManzunzuN It's not hard to find this one who broke his leg. You don't do that with a human being.
SimbaVaky;2022-09-21 18:19:12;Sanitation ;Vanhu;UNK;UNK;POS;VPOS;POS;POS;POS;@KhalifaMu Wagove Mwari here wakuisira vanhu full stop;@KhalifaMu Are you God who put people full stop?
HJakwi;2022-09-12 23:10:45;Finance;uyu;POS;POS;NEU;VPOS;NEU;NEU;NEU;@jmkorera Ko mwana uyu anodzidza chikoro chipi apa?????? https://t.co/0Gyu4KmPVF;@jmkorera What school does this child go to ?????? https://t.co/0Gyu4KmPVF
NewsDayZimbabwe;2022-09-16 12:01:25;Communication;harare;UNK;UNK;NEU;VNEG;NEU;NEU;NEU;"??Mumiriri weHARARE North VaAllan Markham, VaJacob Pikicha pamwe neTavonga Savings Scheme vakakwidza nyaya yavo kudare pamusoro peSupreme Court, kuti zvemari chakasainwa neguta reHarare chakasainwa neguta reHarare uye imwe kambani inovaka minda yeAugur Investments chamari mari.
https://t.co/PuKVZjtfsM";"?? Harare North representative Mr. Allan Markham, Mr. Jacob Pikicha and Tavonga Savings Scheme appealed their case to the Supreme Court, that the money signed by the city of Harare was signed by the city of Harare and another company that builds land for Augur Investments.
https://t.co/PuKVZjtfsM"
JethroW6;2022-09-20 11:15:41;Agriculture;chikafu;UNK;UNK;NEU;NEU;VPOS;NEU;NEU;@NewsDayZimbabwe @CCCZimbabwe @JobSikhala1 Zvamakati Job akaisirwa muchetura maybe arikuferefetwa pfungwa iyi, ndivo vanovigira Wiwa chikafu.;@NewsDayZimbabwe @CCCZimbabwe @JobSikhala1 When you said that Job was poisoned, maybe this idea is being investigated, they are the ones who provide food for Wiwa.
RealStiff69;2022-09-14 11:43:32;Education;Vana;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@antomukuwa It's not to responsibility as vakwasha to pay mari yehuredzwa, vana sekuru were supoz to claim it from vana baba vemwana from e proceeds of e lobola wabhadhara, not kuti iwewe u shud pay for it makabhadhara roora ka2 apa.;@antomukuwa It's not to responsibility as the in-laws to pay the marriage fee, the uncles are supposed to claim it from the children's father of the child from the proceeds of the lobola you paid, not that you should pay for it if you paid 2 times the dowry here.
inno_mr_smith;2022-09-16 12:34:59;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@PinkieMadds munappy zvangu ndichingoshitter vanhu vachida kudya prezha;@PinkieMadds in my nappy I'm just shittering people wanting to eat preza
GovenorNyirenda;2022-09-20 15:43:18;Education;mwana;UNK;UNK;POS;POS;NEU;POS;POS;"@Mr_Mhere @RufinyuTakunda Mdhara wangu kumaraini kune mwana ane chivaka shure ndati!!!?????????????????????
Saw her akapfeka hembe ini dzvoko paita mkadzi!
Next day ndakamuona ari mu uniform hana yangu yakarova
Ndakatomboita moyo kurwadza!!! https://t.co/xdvVIlcpib";"@Mr_Mhere @RufinyuTakunda My old man on the roads, there is a child with a building behind me!!!?????????????????????
Saw her wearing a shirt and I was a woman!
The next day I saw him in uniform and my heart sank
My heart ached!!! https://t.co/xdvVIlcpib"
kachidza_david;2022-09-23 06:11:08;Defence;chamisa;UNK;NEG;NEU;VNEG;VNEG;VNEG;NEG;@ProfJNMoyo @nelsonchamisa Chamisa anoramba achikupa chara echifuva ati rally is a structure unoshayawo iwe zanu pf has lost countless times with structures and a fake ideology.;@ProfJNMoyo @nelsonchamisa Chamisa continues to give you the chara of the chest and said rally is a structure, you also need yours pf has lost countless times with structures and a fake ideology.
mzaya_wa_Josie;2022-09-20 07:52:13;Agriculture;huku;POS;POS;VNEG;VNEG;NEG;VNEG;NEG;@RealTalkFadzie Huku ukaibata zvakanaka inokumamira????;@RealTalkFadzie If you handle it well, it will stand up for you????
timotonho;2022-09-25 13:28:33;Defence;chamisa;UNK;UNK;POS;NEU;POS;POS;POS;A Iye achitamba nekuhwina pane imwe tambo yegungwa yeAustralia, Susan Mutami a                 >                      Z ZRZZZZZWA Kwaive kutadza kukuru kwezvirango nezvinopemha bato rinopikisa reZimbabwe. Chamisa akairasa. https://t.co/FQOmKAlt2b;A He played and won on an Australian beach, Susan Mutami a Chamisa threw it away. https://t.co/FQOmKAlt2b
SirChizzie;2022-09-16 16:14:13;Home_Affairs;Baba;UNK;UNK;NEU;VNEG;VNEG;VNEG;NEG;@InfoMinZW @edmnangagwa Basa ra councilor, kuwandirwa nezvishoma baba ava;@InfoMinZW @edmnangagwa The job of a councilor is to increase the number of these fathers
ksaruwaka;2022-09-20 07:29:20;Defence;chamisa;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;"@maDube_ Hopewell nyaya, Mako ari kutaura nyaya dzaChamisa, Hopewell okurukura nyaya, Mako okurukura nyaya dzaChamisa.

Vese vari vakanaka mukuita kwavo.";"@maDube_ Hopewell stories, Mako is talking about Chamisa's stories, Hopewell is talking about stories, Mako is talking about Chamisa's stories.

They are all good at what they do."
framashies;2022-09-14 17:51:49;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@Eddiek913 siyai kufunga vanhu vasingakudii;@Eddiek913 stop thinking people don't like you
mhanyani;2022-09-19 06:40:49;Defence;chamisa;UNK;NEG;NEG;VNEG;NEG;NEG;NEG;Uko ndiko kunonzi kuitiswa manje. Ko sei iye Chamisa asina kupfeka yellow shirt vamwe vakapfeka. Kureva kuti haasi kutevedzera zvacho zvaanotaura. Zvatodhakwa izvi @BitiTendai @nelsonchamisa @CCCZimbabwe https://t.co/N32whU5zbK;That is what is being done now. Why is Chamisa not wearing a yellow shirt while others are wearing it? That is, he is not following what he says. This is already drunk @BitiTendai @nelsonchamisa @CCCZimbabwe https://t.co/N32whU5zbK
MRGMALLOY;2022-09-18 18:06:58;Home_Affairs;Baba;POS;POS;VNEG;NEG;VNEG;VNEG;NEG;@ShadayaKnight ?? ?? ?? ?? ?? Forgive baba harare vakuda mahure epamasong avo saka he'll stand nemahure;@ShadayaKnight ?? ?? ?? ?? ?? Forgive baba harare he loves the ladies of his band saka he'll stand nemahure
lolo_sinoia;2022-09-22 15:27:36;Education;mwana;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;@Butterphly5 Vakachata, nanhas Havana mwana;@Butterphly5 They are married, but they have no children
enkudheni;2022-09-20 07:46:04;Sanitation ;Vanhu;UNK;NEG;NEG;NEG;NEU;NEG;NEG;@kunaka_hove @waltermzembi @nelsonchamisa @Hon_Kasukuwere @edmnangagwa @ali_naka Munodhakwa neiko vanhu imi????;@kunaka_hove @waltermzembi @nelsonchamisa @Hon_Kasukuwere @edmnangagwa @ali_naka why are you people so drunk ????
cletos84;2022-09-20 06:28:07;Agriculture;imbwa;UNK;UNK;NEG;NEU;NEG;NEG;NEG;imbwa yapinda mubutcher;the dog has entered the butcher
Mr_S_Joe;2022-09-10 13:46:32;Finance;uyu;UNK;UNK;NEU;POS;NEU;NEU;NEU;@StreetKid_97 uyu here @tee_ceeeee;@StreetKid_97 is this @tee_ceeeee
sam_rufaro;2022-09-20 07:48:31;Agriculture;mvura;UNK;UNK;VNEG;NEG;VNEG;VNEG;NEG;Isu kwatogara tane mamonths pasina marara. Kuzoti mvura hayo hatichatozive kuiona patap, we now survive nemboreholes atakaisirwa napresident vedu https://t.co/AsAQnq55ue;We have already gone months without litter. Then we won't be able to see the water on the tap anymore, we now survive with the boreholes that our president put in us https://t.co/AsAQnq55ue
djceeklear;2022-09-15 05:02:49;Communication;gweru;UNK;UNK;POS;POS;VPOS;POS;POS;@KhloeBaba @CBZHoldings @BancabcZW @CabsZimbabwe kkkkk cbz masvingo gweru worse!! the unoswera pa que;@KhloeBaba @CBZHoldings @BancabcZW @CabsZimbabwe kkkkk cbz walls are worse!! the you spend the day on que
Louis_taku1;2022-09-21 04:37:58;Education;mwana;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@_tpyd @im_providenc3 @mutserendende uri mwana wesingle mother kaiwe?;@_tpyd @im_providenc3 @mutserendende are you the child of a single mother?
tnsh_r;2022-09-15 08:30:44;Sanitation ;Vanhu;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;"@Alison_M3 Ukati utaure zvema stocks, dololo.
Zviitiko zvazvino, nharaunda munharaunda kana pasi rose nhau dololo.
Economic situation, chozikanwa irate repa tonaz.
Zvozikanwa zvema video amai titi, Java chete.
Vanhu ngavaverenge shuwa ah...";"@Alison_M3 When you talk about stocks, dololo.
Current events, regional or international news dololo.
Economic situation, what is known irate repa tonaz.
Known for video mother say, Java only.
People should read it ah..."
nickmangwana;2022-09-21 09:51:47;Defence;chiwenga;UNK;UNK;NEU;POS;POS;POS;POS;Acting President Dr C.G.D.N Chiwenga vakazvipira nhumwa kubva ku Republic of Korea kuma hofisi avo eMunhumutapa. https://t.co/IpcIR1RM8i;Acting President Dr C.G.D.N Chiwenga welcomed a delegation from the Republic of Korea to their offices in Munhumutapa. https://t.co/IpcIR1RM8i
benardo_zw;2022-09-13 11:17:59;Communication;harare;POS;POS;VPOS;NEU;VPOS;VPOS;POS;"Me: ??Tiripo hangu for eac...

Her: Shhhhh!!! tiri muHarare

???????????????? https://t.co/iYqW1g8pys https://t.co/jw3e6cHNE9";"Me: ??We are here for each...

Her: Shhhhh!!! we are in Harare

???????????????? https://t.co/iYqW1g8pys https://t.co/jw3e6cHNE9"
Wezhira_Tao;2022-09-25 05:34:43;Music;Shadaya;UNK;UNK;NEU;POS;NEU;NEU;NEU;@geostylz Todana here mkomana shadaya??;@geostylz Shall we call the boy shadaya??
MrChelton_;2022-09-21 19:16:20;Sanitation ;Vanhu;UNK;NEG;NEU;VPOS;NEU;NEU;NEU;@MarrionMubawu Vanhu vakujairura 2k kubva zvakauya ma gold coin;@MarrionMubawu People are used to 2k since gold coins came
anesuhmadiye;2022-09-24 18:13:26;Agriculture;nyama;UNK;POS;NEU;POS;POS;POS;POS;@reallhusband @EddyWekwaMoyo Aiwa ukuziva wani kuti moyo unoda asi nyama????;@reallhusband @EddyWekwaMoyo Oh, you know who the heart loves but the flesh ????
DillenMasawi;2022-09-11 13:23:35;Finance;kumba;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@mr_zim_fit Fees yepa UZ iri bho-o-o  yakadaro , Kana musina mari garai kumba musatibhowe .Takuda vari serious  nechikoro panga pazonyanya kuita kunge pa “Huyai mose” https://t.co/1uuvlyJs7M;"@mr_zim_fit Fees at UZ are like that, if you don't have money, stay at home and don't bother us. We want you to be serious about school, it's more like ""Come on everyone"" https://t.co/1uuvlyJs7M"
matdera;2022-09-22 03:48:27;Education;Vana;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@EdmundKudzayi @adv_fulcrum @nelsonchamisa Muno it’s hupwere pa sosho midhiya isu tiri bishi kugister vana….. chimwe chikoro ndechenhando;@EdmundKudzayi @adv_fulcrum @nelsonchamisa Here it's youth on social media we are busy with gister kids….. some school is a joke
TarieRoyalty;2022-09-14 10:35:35;Finance;uyu;UNK;UNK;NEU;NEG;NEU;NEU;NEU;@TafadzwaMugwadi u remind me of Psychology Mazivisa..msangano uyu ka lol;@TafadzwaMugwadi u remind me of Psychology Mazivisa..this meeting lol
Mkwasha__;2022-09-22 13:29:51;Sanitation ;Vanhu;UNK;UNK;NEU;NEU;VNEG;NEU;NEU;@Diesel40NH @mbambelico @mkoma_1 @Lovemore070 @spittffire @RealTalkFadzie Vanhu ngavssadaro varume;@Diesel40NH @mbambelico @mkoma_1 @Lovemore070 @spittffire @RealTalkFadzie People are like that guys
